"CAPKO_1" "CAPKO_2" "CAPKO_3" "CAPKO_4" "CAPKO_5" "WT_1" "WT_2" "WT_3" "WT_4" "WT_5"
"PBANKA_0803400" 1529 792 908 2437 293 3705 3330 4119 3857 2747
"PBANKA_0803500" 1510 611 608 1235 291 2956 3257 4716 4186 7326
"PBANKA_0803600" 2525 817 959 2504 279 5226 5241 5265 3888 2751
"PBANKA_0803700" 567 174 154 420 34 1167 1274 1323 785 813
"PBANKA_0803800" 178 92 68 153 56 225 214 231 309 550
"PBANKA_0803900" 24 14 20 17 12 68 80 120 153 110
"PBANKA_0804000" 6717 3041 3169 5735 1123 11974 10401 12037 16265 13289
"PBANKA_0804100" 6783 2018 1687 5534 671 10560 11605 7730 4842 1970
"PBANKA_0804200" 203 91 80 245 32 392 446 423 353 272
"PBANKA_0804300" 201 96 91 208 38 103 120 124 111 94
"PBANKA_0804400" 651 201 146 488 92 1400 1435 1209 644 553
"PBANKA_0804500" 88 5 15 50 6 337 281 909 1087 390
"PBANKA_0804600" 1184 389 430 1153 147 2767 2733 2493 2373 1233
"PBANKA_0804700" 527 165 140 382 54 1208 1267 1154 796 429
"PBANKA_0804800" 420 175 172 411 66 898 884 1166 1070 902
"PBANKA_0804900" 1769 616 561 1568 241 4214 4123 4018 3083 1992
"PBANKA_0805000" 586 225 212 622 91 1435 1496 1544 1151 1043
"PBANKA_0805100" 1774 739 855 1865 238 4309 4054 4789 5454 3421
"PBANKA_0805200" 290 71 76 238 40 583 582 652 452 617
"PBANKA_0805300" 63 20 34 126 1 234 316 364 230 207
"PBANKA_0805400" 106 42 40 122 8 279 213 299 267 225
"PBANKA_0805500" 403 142 132 425 72 716 651 803 435 450
"PBANKA_0805600" 682 243 298 607 137 1394 1258 1528 1238 1405
"PBANKA_0805700" 70978 28814 30985 79186 12571 91530 83698 63892 47488 38756
"PBANKA_0805800" 558 227 232 494 132 1564 1239 1343 1208 937
"PBANKA_0805900" 1028 333 223 775 88 2070 2680 2562 1219 1197
"PBANKA_0806000" 501 228 213 445 73 1346 1373 1913 1867 1566
"PBANKA_0806100" 1102 429 379 847 98 3174 2852 3236 2814 1614
"PBANKA_0806200" 251 102 146 350 35 762 697 976 684 838
"PBANKA_0806300" 544 125 121 561 73 929 791 851 457 501
"PBANKA_0806400" 494 208 220 473 46 1582 1213 1743 1372 1159
"PBANKA_0806500" 688 276 325 673 122 1169 1069 1223 1206 1167
"PBANKA_0806600" 534 183 210 546 86 1062 952 921 643 455
"PBANKA_0806700" 504 95 77 309 33 609 790 553 246 236
"PBANKA_0806800" 165 52 40 115 16 12 25 50 29 14
"PBANKA_0806900" 336 133 105 324 34 883 876 955 742 636
"PBANKA_0807000" 7078 1960 1375 4839 837 13565 14826 10349 5825 4050
"PBANKA_0807100" 448 208 194 462 41 1091 1039 1105 1232 709
"PBANKA_0807200" 320 126 88 282 24 27 79 78 65 66
"PBANKA_0807300" 520 213 207 462 100 1367 1161 1186 1053 1155
"PBANKA_0807400" 245 70 82 232 38 565 396 540 477 440
"PBANKA_0807500" 1235 370 271 976 165 2763 2656 2256 1548 1428
"PBANKA_0807600" 7576 3584 3443 6744 1339 12657 13376 13746 19379 17768
"PBANKA_0807700" 155 34 39 111 9 310 397 436 378 244
"PBANKA_0807800" 62 13 23 53 6 109 116 165 152 139
"PBANKA_0807900" 4049 933 773 2174 338 6216 7733 3836 2022 973
"PBANKA_0808000" 409 94 93 319 37 675 1026 1497 775 945
"PBANKA_0808100" 77 30 44 69 19 203 168 151 167 121
"PBANKA_0808200" 1234 477 542 1378 131 2236 2315 2770 2674 2868
"PBANKA_0808300" 61 30 51 115 3 337 471 488 354 95
"PBANKA_0808420" 49 26 17 28 2 65 108 133 139 87
"PBANKA_0808500" 65 28 39 84 4 214 248 398 224 186
"PBANKA_0808600" 263 103 62 167 65 501 411 518 500 746
"PBANKA_0808700" 233 83 74 266 28 1218 1213 1344 778 432
"PBANKA_0808800" 118 24 42 105 22 404 415 352 252 164
"PBANKA_0808900" 1245 420 448 1266 143 3168 3498 3107 1777 1164
"PBANKA_0809000" 436 137 127 431 34 751 903 834 406 350
"PBANKA_0809100" 593 239 243 643 60 1221 1111 1350 1468 1292
"PBANKA_0809200" 39 25 24 91 10 162 192 263 167 124
"PBANKA_0809300" 265 90 92 234 48 466 499 735 744 1016
"PBANKA_0809400" 133 82 50 209 20 363 464 763 690 716
"PBANKA_0809500" 7 4 5 4 0 20 33 85 20 18
"PBANKA_0809600" 62 38 21 41 15 152 246 346 213 253
"PBANKA_0809700" 553 246 245 556 117 849 757 1203 1106 1814
"PBANKA_0809800" 70 43 30 114 10 172 131 189 196 112
"PBANKA_0809900" 155 77 102 167 22 434 440 708 508 497
"PBANKA_0810000" 311 167 175 318 66 617 656 685 884 651
"PBANKA_0810100" 52 28 50 88 16 137 163 197 216 95
"PBANKA_0810200" 340 135 142 441 45 759 751 707 542 325
"PBANKA_0810300" 34 12 7 26 0 23 14 27 9 30
"PBANKA_0810400" 29 15 11 30 4 45 42 51 49 21
"PBANKA_0810500" 1338 569 669 1223 254 2906 2724 2917 3320 2908
"PBANKA_0810600" 2255 656 672 1967 287 5800 6224 5169 3783 2514
"PBANKA_0810700" 3643 1478 822 2367 585 72 255 182 314 301
"PBANKA_0810800" 44 33 19 71 2 104 132 250 193 131
"PBANKA_0810900" 792 303 224 699 129 1603 1735 1540 1402 915
"PBANKA_0811000" 933 441 432 689 190 1969 1660 2264 2599 3731
"PBANKA_0811100" 630 213 257 746 82 938 920 792 853 624
"PBANKA_0811200" 116 52 81 146 11 391 426 438 518 228
"PBANKA_0811300" 3984 1503 1501 3409 625 9801 9601 10530 8932 9183
"PBANKA_0811400" 722 221 158 573 67 1498 1676 1005 557 232
"PBANKA_0811500" 197 100 104 229 22 272 286 334 355 180
"PBANKA_0811600" 542 162 174 541 80 877 781 751 544 328
"PBANKA_0811700" 142 49 53 143 18 365 356 541 400 505
"PBANKA_0811800" 41 39 15 73 1 5 9 7 8 5
"PBANKA_0811900" 263 136 146 261 38 434 376 430 510 429
"PBANKA_0812000" 534 227 210 473 87 983 1093 1611 1348 2092
"PBANKA_0812100" 92 54 31 77 14 120 204 467 238 497
"PBANKA_0812200" 330 65 59 282 36 152 156 457 568 339
"PBANKA_0812300" 24 20 14 39 5 92 182 247 156 235
"PBANKA_0812400" 374 105 104 242 35 450 458 554 198 198
"PBANKA_0812500" 200 81 83 196 26 514 444 430 353 143
"PBANKA_0812600" 330 140 147 443 19 26 63 102 50 40
"PBANKA_0812700" 175 47 100 244 13 987 1058 1634 893 781
"PBANKA_0812800" 850 281 275 677 97 2698 2711 2919 1857 1662
"PBANKA_0812900" 686 255 176 473 58 319 339 423 332 409
"PBANKA_0813000" 4283 1762 1799 3802 717 13168 10857 13357 13568 13032
"PBANKA_0813100" 228 63 32 118 11 423 604 899 413 541
"PBANKA_0813200" 207 104 114 206 31 586 560 598 679 417
"PBANKA_0813300" 251 74 62 211 26 193 160 239 155 191
"PBANKA_0813400" 305 151 157 347 51 776 672 900 875 1052
"PBANKA_0813500" 738 349 359 737 123 2508 2293 2799 2915 2153
"PBANKA_0813600" 14 3 1 16 1 45 39 17 28 3
"PBANKA_0813700" 15 7 19 13 1 67 51 67 50 40
"PBANKA_0813800" 182 51 71 156 20 394 402 523 383 251
"PBANKA_0813900" 421 200 236 596 53 1211 1070 1593 996 1024
"PBANKA_0814000" 748 305 316 532 117 1373 1380 1687 2025 1723
"PBANKA_0814100" 104 50 59 132 13 274 307 262 149 131
"PBANKA_0814150" 2 1 0 7 0 11 16 24 2 4
"PBANKA_0814200" 2203 972 1274 3074 184 4029 4448 5153 4730 3633
"PBANKA_0814300" 205 70 99 251 29 702 575 640 561 423
"PBANKA_0814400" 326 147 116 260 37 1154 1056 1336 1328 1752
"PBANKA_0814500" 131 74 47 132 8 186 162 184 228 284
"PBANKA_0814600" 28 14 14 53 1 101 141 156 101 71
"PBANKA_0814700" 188 53 96 211 9 941 932 1183 813 611
"PBANKA_0814800" 191 44 42 156 32 168 202 350 459 589
"PBANKA_0814900" 46 22 24 76 3 113 129 153 86 65
"PBANKA_0815000" 87 19 32 88 4 180 130 181 138 113
"PBANKA_0815100" 81 27 36 132 5 35 74 48 45 19
"PBANKA_0815200" 1185 591 588 1111 199 2717 2724 3397 3984 4959
"PBANKA_0815300" 125 49 70 178 14 362 406 476 340 154
"PBANKA_0815400" 2032 807 496 1400 251 183 297 412 560 508
"PBANKA_0815500" 84 25 14 75 9 56 74 77 35 63
"PBANKA_0815600" 240 96 75 204 51 629 623 813 804 967
"PBANKA_0815700" 746 339 221 704 72 350 377 489 594 539
"PBANKA_0815800" 11 1 4 25 0 11 12 29 12 11
"PBANKA_0815900" 298 112 108 258 44 505 411 549 580 490
"PBANKA_0816000" 109 34 60 133 8 407 420 735 473 367
"PBANKA_0816100" 1099 502 516 943 236 2211 2166 2422 3422 4309
"PBANKA_0816200" 145 57 47 164 17 207 194 291 221 238
"PBANKA_0816300" 203 100 94 323 10 321 371 470 327 222
"PBANKA_0816400" 9021 3028 2845 6830 1261 12689 13475 11236 11625 7583
"PBANKA_0816500" 78 21 10 41 3 179 190 221 157 107
"PBANKA_0816600" 43 33 28 81 7 134 176 196 197 105
"PBANKA_0816700" 206 63 84 243 33 339 303 486 506 615
"PBANKA_0816800" 699 176 170 448 52 250 232 309 343 307
"PBANKA_0816900" 232 78 128 321 30 658 704 994 951 678
"PBANKA_0817000" 232 89 33 141 24 169 174 247 248 173
"PBANKA_0817100" 111 45 42 122 11 144 195 189 242 233
"PBANKA_0817200" 153 45 51 178 8 491 460 519 344 127
"PBANKA_0817300" 50 21 11 48 6 52 41 49 83 104
"PBANKA_0817400" 350 94 100 315 26 749 904 915 522 364
"PBANKA_0817500" 66 34 46 90 19 291 311 420 316 350
"PBANKA_0817600" 42 21 25 79 8 92 132 137 128 40
"PBANKA_0817700" 675 255 280 657 69 1452 1342 1759 1451 979
"PBANKA_0817800" 203 90 118 246 14 635 649 974 855 776
"PBANKA_0817900" 317 120 151 339 21 488 658 1120 1101 803
"PBANKA_0818000" 231 75 57 217 27 496 600 542 231 256
"PBANKA_0818100" 87 34 43 149 13 218 219 210 173 112
"PBANKA_0818200" 21 16 5 28 4 8 6 4 18 6
"PBANKA_0818300" 5 2 1 8 0 8 17 37 75 31
"PBANKA_0818400" 22 3 3 12 2 3 7 4 5 2
"PBANKA_0818500" 259 79 94 268 39 612 751 1042 608 827
"PBANKA_0818600" 893 330 305 827 102 2183 1790 2170 1965 1635
"PBANKA_0818700" 46 15 29 47 2 180 193 228 203 199
"PBANKA_0818800" 73 38 41 91 13 252 243 358 305 262
"PBANKA_0818900" 15993 6433 5722 11234 2959 34230 29925 36376 38276 51312
"PBANKA_0819000" 3370 1160 703 1950 337 464 821 1485 2088 2282
"PBANKA_0819100" 2376 1047 1150 2421 359 5225 4523 4903 6337 4596
"PBANKA_0819200" 2538 1137 1050 2246 490 6141 5304 6373 7565 8573
"PBANKA_0819300" 2925 1396 1296 2433 655 5109 4620 4770 6924 6362
"PBANKA_0819400" 147 43 52 146 22 308 348 368 289 318
"PBANKA_0819500" 145 34 41 131 21 297 456 564 399 323
"PBANKA_0819600" 94 59 37 87 12 37 81 135 137 99
"PBANKA_0819700" 744 253 288 604 131 1205 1162 1462 1434 1016
"PBANKA_0819800" 1041 286 351 908 113 2147 2167 2140 1678 1247
"PBANKA_0819900" 7363 3139 3089 6106 1493 14602 12371 14699 17668 16080
"PBANKA_0820000" 1515 670 638 1339 265 3247 2862 3656 4003 4982
"PBANKA_0820100" 110 51 28 112 33 70 83 144 132 191
"PBANKA_0820200" 5 7 7 7 1 14 3 14 25 41
"PBANKA_0820300" 555 241 213 528 77 1359 1314 1608 1376 2346
"PBANKA_0820400" 5 1 0 5 1 19 23 23 21 29
"PBANKA_0820500" 6 0 0 0 0 1 1 4 1 0
"PBANKA_0820600" 137 53 84 150 19 442 409 521 407 300
"PBANKA_0820700" 305 86 90 236 10 639 690 880 565 523
"PBANKA_0820800" 60 22 19 104 15 169 247 288 159 43
"PBANKA_0820900" 1 1 3 9 0 0 2 9 3 0
"PBANKA_0821000" 178 102 73 203 10 528 489 653 676 520
"PBANKA_0821100" 372 124 97 382 72 1578 1742 1824 782 632
"PBANKA_0821200" 473 191 133 474 33 34 143 144 116 138
"PBANKA_0821300" 25 10 9 48 6 64 79 52 57 61
"PBANKA_0821400" 640 234 164 427 63 11 62 49 65 66
"PBANKA_0821500" 90 42 34 152 9 315 307 345 247 207
"PBANKA_0821600" 32 25 35 49 1 99 177 167 103 142
"PBANKA_0821700" 4640 1891 1767 3462 891 5244 4677 4855 5967 5320
"PBANKA_0821800" 145 69 66 159 15 363 437 442 360 232
"PBANKA_0821900" 656 429 323 548 172 1437 1183 1199 1962 1984
"PBANKA_0822000" 15 6 11 35 0 116 130 166 111 61
"PBANKA_0822100" 173 62 60 164 9 733 685 857 511 387
"PBANKA_0822200" 181 101 105 213 37 481 508 612 566 485
"PBANKA_0822300" 183 68 59 167 17 362 418 613 418 767
"PBANKA_0822400" 10 2 17 15 0 58 42 76 68 17
"PBANKA_0822500" 148 57 40 161 10 560 609 589 305 204
"PBANKA_0822600" 406 165 114 291 83 1068 1058 1393 1088 1870
"PBANKA_0822700" 241 80 104 227 24 332 329 358 480 378
"PBANKA_0822800" 371 111 155 460 45 765 686 935 828 455
"PBANKA_0822900" 126 82 51 180 26 101 153 166 82 73
"PBANKA_0823000" 5377 1492 1073 3431 576 8080 7885 6094 3288 2702
"PBANKA_0823100" 4729 1915 1527 3745 606 4501 4643 4630 6751 3506
"PBANKA_0823200" 1712 553 324 1047 132 84 203 177 210 302
"PBANKA_0823300" 410 149 161 367 55 740 734 737 664 650
"PBANKA_0823400" 15943 7108 7165 15119 2673 23789 23998 23475 24412 19706
"PBANKA_0823500" 1334 574 574 1246 203 4716 4308 4669 5315 4073
"PBANKA_0823600" 575 240 330 703 79 1572 1576 1732 1492 1036
"PBANKA_0823700" 66 12 15 63 9 130 183 110 85 53
"PBANKA_0823800" 43 17 9 22 4 18 25 29 26 42
"PBANKA_0823900" 800 356 367 763 106 1412 1411 1723 1436 1277
"PBANKA_0824000" 2 3 6 16 0 23 23 35 21 10
"PBANKA_0824100" 134 57 81 225 26 344 501 454 493 185
"PBANKA_0824200" 196 56 43 109 14 89 83 90 79 48
"PBANKA_0824300" 367 126 89 345 16 1102 1316 1088 472 253
"PBANKA_0824400" 457 295 139 387 81 42 73 140 201 141
"PBANKA_0824500" 7 4 10 12 1 8 17 17 10 23
"PBANKA_0824600" 52 44 26 52 12 124 81 182 202 178
"PBANKA_0824700" 1541 689 567 1260 323 2468 2250 2372 2255 3077
"PBANKA_0824800" 1796 966 802 1359 425 3748 3338 3636 5263 5990
"PBANKA_0824900" 359 125 106 270 62 965 898 994 855 694
"PBANKA_0825000" 142 60 56 168 24 545 518 619 308 221
"PBANKA_0825100" 97 36 72 188 20 368 351 366 221 141
"PBANKA_0825200" 57 16 23 39 4 126 205 219 174 197
"PBANKA_0825300" 177 71 72 256 21 657 637 712 522 270
"PBANKA_0825400" 36 8 7 34 2 35 40 94 84 39
"PBANKA_0825500" 345 67 54 216 17 24 62 79 52 74
"PBANKA_0825600" 216 90 100 246 25 527 558 644 567 391
"PBANKA_0825700" 187 130 96 234 30 27 64 91 92 53
"PBANKA_0825800" 66 36 22 64 13 21 26 52 65 88
"PBANKA_0825900" 628 260 149 448 44 12 52 66 74 61
"PBANKA_0826000" 313 136 139 377 42 653 742 1133 946 684
"PBANKA_0826100" 36 17 14 51 3 127 98 153 106 86
"PBANKA_0826200" 479 189 125 429 49 885 842 1130 995 1671
"PBANKA_0826300" 178 83 104 148 28 442 386 558 452 709
"PBANKA_0826400" 329 146 115 280 95 698 616 845 875 1316
"PBANKA_0826500" 2974 1215 1067 2118 549 8225 6976 8556 10961 15143
"PBANKA_0826600" 25 13 16 23 2 18 10 22 34 7
"PBANKA_0826700" 13147 6005 6024 13505 1791 29827 28042 32346 41891 21879
"PBANKA_0826800" 63 21 16 95 2 187 182 203 84 30
"PBANKA_0826900" 2247 574 516 1958 200 5250 6412 3599 2061 1078
"PBANKA_0827000" 0 0 3 0 0 0 0 8 2 5
"PBANKA_0827100" 319 117 110 264 36 515 480 533 446 241
"PBANKA_0827200" 521 186 241 498 67 1102 1302 2280 1708 2246
"PBANKA_0827300" 139 47 60 147 17 112 129 132 96 63
"PBANKA_0827400" 530 120 67 313 18 72 90 121 128 107
"PBANKA_0827500" 2349 906 847 2153 318 5159 5852 6114 4646 3419
"PBANKA_0827600" 368 110 85 291 26 643 709 680 459 362
"PBANKA_0827700" 102 27 38 170 11 220 263 350 232 226
"PBANKA_0827800" 119 49 59 124 6 314 272 355 361 340
"PBANKA_0827900" 231 111 92 262 16 554 579 740 627 905
"PBANKA_0828000" 519 138 149 516 57 487 577 444 210 115
"PBANKA_0828100" 279 97 74 243 19 219 217 268 246 204
"PBANKA_0828200" 71 29 25 93 6 48 37 85 82 47
"PBANKA_0828300" 22 22 9 30 3 1 8 3 4 10
"PBANKA_0828400" 163 77 62 172 21 264 359 623 486 558
"PBANKA_0828500" 196 75 71 233 26 349 435 658 465 553
"PBANKA_0828600" 713 335 375 751 138 1553 1830 2057 2005 2951
"PBANKA_0828700" 737 300 317 612 118 1303 1099 1519 1653 1899
"PBANKA_0828800" 280 138 78 202 50 165 222 273 345 693
"PBANKA_0828900" 104 80 42 133 36 42 58 38 31 17
"PBANKA_0829000" 139 94 72 229 15 323 326 297 236 139
"PBANKA_0829100" 594 267 313 618 106 1526 1438 1744 1805 1698
"PBANKA_0829200" 139 51 59 135 22 699 638 922 906 695
"PBANKA_0829300" 24 20 22 28 0 197 172 277 209 119
"PBANKA_0829400" 14 1 14 44 1 64 42 121 88 64
"PBANKA_0829500" 180 69 102 221 26 474 457 625 435 234
"PBANKA_0829600" 9 2 5 16 0 23 36 17 6 12
"PBANKA_0829700" 245 121 156 351 27 438 607 637 900 355
"PBANKA_0829800" 331 135 141 375 41 911 1039 1126 1025 1037
"PBANKA_0829900" 188 63 61 214 22 471 405 661 437 594
"PBANKA_0830000" 891 426 413 1065 99 2672 3024 3921 3603 3221
"PBANKA_0830100" 18 6 10 28 0 46 66 55 37 15
"PBANKA_0830200" 8022 1742 1662 5334 726 20107 24514 28617 17112 20904
"PBANKA_0830300" 94 31 27 65 10 40 94 77 38 15
"PBANKA_0830400" 2309 857 595 1723 187 86 257 290 291 253
"PBANKA_0830450" 346 87 120 251 40 577 584 810 708 962
"PBANKA_0830500" 20 2 10 32 1 69 85 91 62 70
"PBANKA_0830600" 167 66 86 174 16 345 320 459 425 533
"PBANKA_0830700" 233 59 43 165 16 265 317 252 177 155
"PBANKA_0830800" 754 242 210 723 76 1665 2027 1905 1048 759
"PBANKA_0830900" 35 30 20 66 3 3 16 20 13 4
"PBANKA_0831000" 312 92 46 183 43 2126 2883 7439 5732 2499
"PBANKA_0831100" 713 204 198 682 80 1133 1002 1109 794 664
"PBANKA_0831200" 124 29 28 121 8 230 268 426 157 92
"PBANKA_0831300" 209 70 77 318 29 864 781 1016 601 351
"PBANKA_0831400" 156 49 73 171 15 317 272 349 296 284
"PBANKA_0831500" 303 101 67 284 33 679 716 590 215 156
"PBANKA_0831600" 51 14 19 83 2 1 1 7 10 4
"PBANKA_0831700" 45 34 18 75 5 169 153 178 144 105
"PBANKA_0831800" 230 90 93 260 65 342 412 502 435 386
"PBANKA_0831900" 151 61 49 157 19 219 303 253 260 122
"PBANKA_0832000" 3 0 0 1 0 9 12 31 5 0
"PBANKA_0832100" 17 1 2 18 1 169 149 299 209 50
"PBANKA_0832200" 893 328 341 702 155 1353 1178 1403 1362 1640
"PBANKA_0832300" 8 7 12 29 6 57 53 59 43 26
"PBANKA_0832400" 31 15 16 48 5 38 61 63 51 33
"PBANKA_0832500" 45 31 20 67 7 95 139 126 150 123
"PBANKA_0832600" 536 202 254 579 65 1310 1437 1766 1450 1543
"PBANKA_0832700" 32 48 14 31 7 2 10 11 22 17
"PBANKA_0832800" 107 18 30 97 5 209 210 379 301 283
"PBANKA_0832900" 246 66 60 202 16 394 532 719 507 387
"PBANKA_0833000" 2143 749 671 1423 327 5251 6152 10350 11912 20705
"PBANKA_0833100" 2092 904 945 1775 355 4641 4228 4860 4639 4533
"PBANKA_0833200" 606 234 290 705 85 1027 1228 1339 1188 1082
"PBANKA_0833300" 80 37 54 150 3 164 232 281 188 132
"PBANKA_0833400" 281 114 118 268 43 613 632 1013 718 866
"PBANKA_0833500" 71 31 17 61 11 270 356 360 199 132
"PBANKA_0833600" 338 99 107 405 41 810 797 821 714 651
"PBANKA_0833700" 14 6 9 28 1 53 103 124 121 89
"PBANKA_0833800" 421 139 111 436 31 1059 1012 1029 720 533
"PBANKA_0833900" 125 85 47 100 12 178 182 246 189 223
"PBANKA_0834000" 368 152 162 428 55 942 760 1133 940 1028
"PBANKA_0834100" 50 17 13 55 4 109 96 123 39 29
"PBANKA_0834200" 35 20 24 113 4 149 185 232 116 125
"PBANKA_0834300" 142 72 86 182 18 613 800 975 417 310
"PBANKA_0834400" 2317 883 920 1926 377 3778 3660 4331 3955 5067
"PBANKA_0834500" 53 17 28 72 4 111 88 155 117 163
"PBANKA_0834600" 331 110 136 292 33 662 671 883 772 679
"PBANKA_0834700" 746 338 283 602 131 1639 1509 1941 1903 1792
"PBANKA_0834800" 85 29 51 125 14 404 334 493 353 230
"PBANKA_0834900" 678 235 262 738 87 1507 1492 1596 1227 900
"PBANKA_0835000" 124 47 51 76 16 244 269 442 353 466
"PBANKA_0835100" 46 29 20 68 9 220 246 371 221 259
"PBANKA_0835200" 1183 479 543 991 220 2444 2138 3043 2994 4532
"PBANKA_0835300" 303 114 163 418 44 850 890 973 819 527
"PBANKA_0835400" 51 44 19 73 10 74 97 195 199 220
"PBANKA_0835500" 480 209 175 446 54 584 666 716 701 548
"PBANKA_0835600" 93 33 27 64 13 102 107 299 399 380
"PBANKA_0835700" 19 2 15 17 0 56 73 82 24 24
"PBANKA_0835800" 409 244 251 493 67 1187 1213 1533 1520 1573
"PBANKA_0835900" 283 133 153 331 31 873 656 911 970 1052
"PBANKA_0836000" 522 186 152 414 52 851 987 792 457 333
"PBANKA_0836100" 65 20 36 59 7 178 171 250 210 253
"PBANKA_0836200" 2810 1081 1180 2194 550 4736 4191 4465 5566 4262
"PBANKA_0836300" 1850 602 566 1821 185 7148 7607 8332 5008 5016
"PBANKA_0836400" 132 52 47 133 23 374 320 367 456 494
"PBANKA_0836500" 152 67 63 155 22 190 160 220 351 310
"PBANKA_0836600" 64 16 23 85 0 205 233 255 270 137
"PBANKA_0836700" 394 127 156 307 85 1441 1226 1997 1761 3054
"PBANKA_0836800" 6694 2796 2468 4702 1153 1325 3201 2197 3040 2555
"PBANKA_0836900" 38 5 0 8 0 19 17 27 32 9
"PBANKA_0836941" 1 2 0 0 0 322 333 312 586 368
"PBANKA_0836961" 0 0 0 0 0 9 3 3 19 2
"PBANKA_0836981" 7 0 0 0 0 9 5 3 1 7
"PBANKA_0837001" 52 13 2 54 10 17 29 18 23 108
"PBANKA_0837081" 0 0 1 8 1 1 109 4 15 3
"PBANKA_0837101" 2 2 0 0 0 4 3 5 7 5
"PBANKA_0837121" 0 1 2 1 1 8 29 37 47 47
"PBANKA_0837141" 21 9 12 10 9 44 88 88 76 63
"PBANKA_0837181" 0 0 0 0 0 2 11 10 32 32
"PBANKA_0837201" 1 0 0 4 0 0 2 1 8 4
"PBANKA_0900900" 24 6 8 28 6 149 182 145 45 27
"PBANKA_0901000" 1103 561 434 1152 267 2539 2213 2442 3195 2048
"PBANKA_0901100" 330 78 95 295 37 903 1011 1382 695 582
"PBANKA_0901200" 293 90 134 268 36 900 874 1124 1213 1410
"PBANKA_0901400" 785 355 352 764 183 1876 1748 2377 2091 2948
"PBANKA_0901500" 212 85 78 188 31 411 505 600 498 572
"PBANKA_0901600" 293 104 129 364 35 637 676 665 507 414
"PBANKA_0901700" 677 287 336 569 130 1255 1260 1745 1760 2534
"PBANKA_0901800" 410 110 65 319 27 888 1136 1026 314 335
"PBANKA_0901900" 2039 337 245 1124 106 457 594 575 421 411
"PBANKA_0902000" 10 8 8 24 4 2 4 10 10 13
"PBANKA_0902100" 89 31 22 113 2 283 359 170 109 36
"PBANKA_0902200" 71 11 42 57 14 130 112 164 216 245
"PBANKA_0902300" 155 65 42 223 26 67 63 43 16 7
"PBANKA_0902400" 62 19 16 60 8 11 16 15 7 1
"PBANKA_0902500" 371 127 111 308 37 785 849 784 463 362
"PBANKA_0902600" 4 2 2 21 0 2 1 3 4 0
"PBANKA_0902700" 16 3 0 8 0 0 3 14 5 7
"PBANKA_0902800" 8 3 6 8 0 33 22 14 16 5
"PBANKA_0902900" 2227 976 717 1774 268 768 1081 1469 1800 4365
"PBANKA_0903000" 588 242 201 568 73 1085 1057 1146 1337 926
"PBANKA_0903100" 93 59 41 110 19 42 41 45 49 46
"PBANKA_0903200" 57 29 35 96 3 142 184 143 109 61
"PBANKA_0903300" 16 13 9 29 1 22 40 53 42 25
"PBANKA_0903400" 383 99 111 264 53 887 980 1202 1293 1296
"PBANKA_0903500" 81 31 25 68 12 140 183 246 195 128
"PBANKA_0903600" 3037 1096 1076 2899 469 8129 8043 7883 5709 5149
"PBANKA_0903700" 629 326 307 491 166 1356 1199 1617 1792 2989
"PBANKA_0903800" 992 203 141 559 38 57 134 137 98 49
"PBANKA_0903900" 562 181 261 576 95 1893 1782 2124 1633 1123
"PBANKA_0904000" 51 32 10 39 2 19 47 92 122 82
"PBANKA_0904100" 1035 467 444 821 264 1714 1697 2464 3237 4309
"PBANKA_0904200" 256 101 71 292 24 126 182 179 179 90
"PBANKA_0904300" 114 31 46 65 10 164 169 266 225 421
"PBANKA_0904400" 142 63 58 166 13 398 462 461 384 265
"PBANKA_0904500" 492 174 211 455 77 1095 1141 1534 1263 1443
"PBANKA_0904600" 65 20 15 79 5 115 112 102 58 4
"PBANKA_0904700" 2030 926 776 1802 408 2920 3553 3434 4218 3755
"PBANKA_0904800" 54 44 13 42 9 273 402 469 321 132
"PBANKA_0904900" 495 226 189 351 112 1162 1169 1473 1346 1624
"PBANKA_0905000" 2675 1231 1163 2402 435 4368 4787 5186 7023 6486
"PBANKA_0905100" 232 84 91 153 34 476 435 518 640 816
"PBANKA_0905200" 611 214 183 517 61 1385 1194 1563 1383 1275
"PBANKA_0905300" 12 16 2 36 0 12 4 8 10 1
"PBANKA_0905400" 3 3 0 9 2 4 4 5 7 0
"PBANKA_0905500" 21 17 8 21 5 24 30 47 39 25
"PBANKA_0905600" 3961 2004 1497 2693 869 6499 5622 5918 7635 8157
"PBANKA_0905700" 189 98 118 304 19 516 560 560 545 327
"PBANKA_0905800" 115 55 60 190 15 412 512 743 481 326
"PBANKA_0905900" 1540 341 227 987 98 78 237 169 86 61
"PBANKA_0906000" 12 3 13 25 0 24 16 25 17 36
"PBANKA_0906100" 3 1 0 4 0 8 23 43 21 7
"PBANKA_0906200" 596 222 275 682 88 1576 1563 2092 1667 1557
"PBANKA_0906300" 100 50 36 92 8 202 216 334 251 248
"PBANKA_0906400" 5118 2289 2250 4137 1126 11163 9640 11115 15823 13782
"PBANKA_0906500" 3201 1454 1613 3681 464 6429 6636 8187 9628 6527
"PBANKA_0906600" 292 69 122 352 25 687 702 896 889 548
"PBANKA_0906700" 110 30 48 122 11 291 345 395 234 109
"PBANKA_0906800" 1 1 0 0 0 4 2 0 2 2
"PBANKA_0906900" 1167 307 238 886 89 2322 2935 1691 726 334
"PBANKA_0907000" 126 61 46 135 19 291 266 269 271 137
"PBANKA_0907100" 1494 488 434 1402 108 104 227 181 166 108
